address_id,customer_id,address_line,city,state,postal_code,country,address_type
193,140,"H.No. 307, Rajagopal Path",Mangalore,West Bengal,863536,India,Office
194,141,"H.No. 19
Dar Path",Mangalore,Haryana,617445,India,Office
195,142,"70/53, Modi Road",Madhyamgram,Kerala,383206,India,Home
196,142,"850, Agarwal Path",Aizawl,Bihar,836702,India,Office
197,143,"H.No. 038
Pradhan Marg",Guwahati,Odisha,826199,India,Home
198,144,"23, Lal Road",Singrauli,Tamil Nadu,574313,India,Home
199,144,"12/12, Shukla Chowk",Vellore,Bihar,374741,India,Home
200,145,"490, Narang Ganj",Mysore,Tamil Nadu,568044,India,Home
201,146,"H.No. 678, Krish Circle",Surendranagar Dudhrej,Bihar,100323,India,Other
202,146,"H.No. 19
Lad",Lucknow,Assam,721510,India,Home
203,147,"H.No. 296
Taneja Marg",Eluru,Sikkim,253244,India,Home
204,148,"099
Korpal",Panchkula,Maharashtra,014626,India,Home
205,148,"83/806, Srinivasan Path",Hapur,Odisha,642059,India,Office
206,148,"H.No. 407, Parmar Circle",Kozhikode,Bihar,348039,India,Home
207,149,"H.No. 22
Nadkarni Ganj",Gudivada,Andhra Pradesh,992937,India,Home
208,149,"701
Kaul Nagar",Jaipur,Mizoram,059325,India,Other
209,149,"H.No. 00, Dhar Street",Hajipur,West Bengal,156915,India,Home
210,150,"H.No. 22
Sur Marg",Akola,Tamil Nadu,392644,India,Home
211,151,"096, Bali",Madanapalle,Karnataka,917251,India,Home
212,151,"H.No. 52, Nayak Zila",Hyderabad,Himachal Pradesh,315410,India,Home
213,152,"76, Sachdev Street",Burhanpur,Kerala,179327,India,Home
214,153,"H.No. 405, Cheema Road",Tiruvottiyur,Goa,218159,India,Home
215,154,"06/296
Bera Street",Bathinda,Gujarat,688444,India,Home
216,154,"H.No. 069, Swaminathan Circle",Meerut,Kerala,614973,India,Office
217,155,"H.No. 324, Solanki Zila",Aizawl,Uttar Pradesh,774186,India,Home
218,156,"H.No. 65, Sehgal Street",Firozabad,Manipur,434902,India,Home
219,156,"H.No. 586, Karan",Munger,Uttarakhand,879374,India,Home
220,157,"08, Varughese",Jamshedpur,Tripura,223320,India,Home
221,158,"H.No. 632
Kuruvilla",Jabalpur,Assam,868548,India,Home
222,159,"H.No. 998
Chowdhury Marg",Jalgaon,Chhattisgarh,191485,India,Home
223,159,"H.No. 67
Solanki",Malegaon,Himachal Pradesh,299606,India,Home
224,160,"30/745
Nazareth Nagar",Bijapur,Himachal Pradesh,132475,India,Home
225,161,"69/137
Ray Ganj",Hazaribagh,West Bengal,082148,India,Home
226,162,"890
Hans Street",Howrah,Haryana,705345,India,Home
227,163,"61/03
Suresh Path",Belgaum,West Bengal,985524,India,Home
228,163,"H.No. 06, Gaba Nagar",Korba,Rajasthan,346800,India,Office
229,164,"290
Krishnan Ganj",Panipat,Maharashtra,574374,India,Home
230,165,"10/85
Mandal Circle",Moradabad,Meghalaya,545444,India,Home
231,166,"830, Raval",Kolhapur,Telangana,744666,India,Home
232,167,"93/53, Soni Circle",Guna,Jharkhand,824172,India,Home
233,168,"82/513
Kapoor Path",Bidar,Uttar Pradesh,549471,India,Home
234,169,"H.No. 999
Sodhi Zila",Orai,Bihar,846022,India,Home
235,170,"H.No. 69, Dhar Chowk",Bokaro,Tripura,752500,India,Office
236,170,"H.No. 32
Dutt",Hubli–Dharwad,Chhattisgarh,666760,India,Home
237,171,"35/05, Halder Circle",Kolkata,Rajasthan,354216,India,Home
238,172,"104
Shah Road",Raebareli,Sikkim,575326,India,Home
239,173,"323, Thaman Nagar",Amravati,Kerala,648909,India,Office
240,173,"10/016, Rai Chowk",Motihari,Himachal Pradesh,230461,India,Home
241,174,"92/61
Dalal Circle",Raipur,Uttar Pradesh,739348,India,Home
242,175,"H.No. 64, Baral Street",Dhule,Tamil Nadu,530011,India,Home
243,176,"181
Kunda Zila",Sirsa,Jharkhand,701204,India,Office
244,177,"56/110
Devi Nagar",Ozhukarai,Kerala,941552,India,Home
245,178,"67, Rajan Road",Bidar,Rajasthan,120216,India,Home
246,179,"72/96
Balakrishnan Path",Karawal Nagar,Meghalaya,670145,India,Home
247,180,"89/935, Virk Circle",Bhiwani,Sikkim,756289,India,Home
248,181,"H.No. 287, Gandhi Chowk",Pallavaram,Karnataka,540838,India,Office
249,182,"31
Sawhney Chowk",Hubli–Dharwad,West Bengal,751701,India,Home
250,182,"08
Acharya Circle",Mahbubnagar,Punjab,883755,India,Home
251,183,"758, Solanki",Bidhannagar,Bihar,305548,India,Other
252,184,"10/272
Chhabra Marg",Phagwara,Gujarat,163735,India,Home
253,185,"09, Seshadri Zila",Giridih,Mizoram,708086,India,Office
254,186,"29/22
Ram Zila",Dibrugarh,Madhya Pradesh,934654,India,Office
255,187,"269
Mistry Circle",Begusarai,Rajasthan,339452,India,Other
256,188,"85/15, Srinivasan Circle",Deoghar,Jharkhand,081062,India,Other
257,189,"03/424, Dhingra Road",Sagar,Gujarat,571983,India,Home
258,189,"840
Ram Marg",Satara,Nagaland,043973,India,Home
259,190,"89/33
Sen Road",Aurangabad,Goa,816064,India,Office
260,191,"294
Narayanan Nagar",Bhatpara,Arunachal Pradesh,590947,India,Office
261,192,"H.No. 583
Verma Street",Dibrugarh,Goa,886153,India,Home
262,192,"55/543, Wali",Kishanganj,Uttarakhand,157399,India,Home
263,193,"H.No. 561, Kunda Marg",Nagpur,Mizoram,887704,India,Home
264,194,"H.No. 81, Ganesh Zila",Amritsar,Gujarat,613861,India,Home
265,194,"H.No. 750, Borah Zila",Mangalore,Uttar Pradesh,819346,India,Home
266,195,"66
Badal Path",Kochi,Nagaland,919015,India,Home
267,196,"H.No. 49, Manda Zila",Eluru,Madhya Pradesh,728326,India,Home
268,197,"24/508
Dhaliwal Circle",Kalyan-Dombivli,Andhra Pradesh,881435,India,Home
269,198,"82, Gour Street",Tadepalligudem,Uttarakhand,312908,India,Home
270,199,"81/414
Hora Zila",Bathinda,Kerala,314913,India,Home
271,200,"75
Mohan",Buxar,Odisha,562053,India,Home
272,201,"64/525, Shere Chowk",Secunderabad,Tripura,781291,India,Home
273,202,"834
Borra Zila",Guna,Rajasthan,996930,India,Home
274,203,"87/25
Kapoor Marg",Guntur,Manipur,658039,India,Home
275,203,"27/22, Dhingra",Secunderabad,Arunachal Pradesh,731453,India,Home
276,204,"38/567, Batra Chowk",North Dumdum,Bihar,498926,India,Office
277,204,"H.No. 91
Krishnamurthy Circle",Rajahmundry,Mizoram,557790,India,Home
278,205,"23, Varkey Zila",Rajpur Sonarpur,Chhattisgarh,259136,India,Home
279,206,"17/773
Edwin",Lucknow,Haryana,299228,India,Office
280,206,"20/24, Varughese Street",Khora ,Odisha,413797,India,Other
281,207,"369
Gopal Street",Rourkela,Telangana,799136,India,Home
282,208,"103
Thaman Circle",Jalgaon,Punjab,279908,India,Home
283,209,"H.No. 729, Agarwal Circle",Nagaon,Maharashtra,086376,India,Home
284,210,"91/62
Sood Road",Gwalior,Jharkhand,430098,India,Home
285,211,"06/35, Pathak Marg",Bhatpara,Maharashtra,486959,India,Home
286,212,"63/688
Gola Chowk",Karaikudi,Nagaland,449562,India,Home
287,213,"37/213, Rattan Circle",Jamalpur,Punjab,260127,India,Home
288,214,"H.No. 143
Buch Path",Yamunanagar,Madhya Pradesh,902770,India,Home
289,215,"84/309, Varty Circle",Srikakulam,Goa,530214,India,Home
290,216,"H.No. 66
Iyer",Coimbatore,Assam,895543,India,Home
291,217,"69, Lal Nagar",Vellore,Mizoram,818451,India,Home
292,218,"94/76
Sule",Sonipat,Tripura,790714,India,Home
293,219,"33, Sachar Path",Hazaribagh,Nagaland,434165,India,Home
294,220,"27/55, Luthra Ganj",Jhansi,Meghalaya,334333,India,Home
295,220,"52/11, Tailor Zila",Hosur,Arunachal Pradesh,595794,India,Office
296,221,"846
Dave Ganj",Hajipur,Uttar Pradesh,780856,India,Home
297,221,"18, Mutti Chowk",Ahmedabad,Sikkim,691559,India,Home
298,222,"843
Sinha Road",Ambarnath,Goa,636556,India,Home
299,223,"29
Karnik Street",Gopalpur,Uttar Pradesh,866322,India,Home
300,223,"H.No. 267
Varughese Street",Morbi,Jharkhand,890612,India,Home
301,223,"471, Natt Chowk",Karimnagar,Kerala,506159,India,Office
302,224,"98/24, Nair Path",Amroha,Assam,947225,India,Office
303,225,"99/611
Oza Street",Satara,Karnataka,496475,India,Home
304,225,"22
Dass Nagar",Chandrapur,Telangana,326111,India,Home
305,226,"00/68
Chawla Zila",Tadipatri,Chhattisgarh,643347,India,Home
306,227,"820, Parikh Nagar",Fatehpur,Manipur,872829,India,Home
307,228,"96/884
Subramaniam Path",Hubli–Dharwad,Manipur,564240,India,Home
308,229,"25/47, Anand Circle",Morena,Jharkhand,649308,India,Home
309,229,"686
Krish Marg",Pali,Uttarakhand,341638,India,Home
310,230,"H.No. 84
Guha Marg",South Dumdum,Chhattisgarh,179749,India,Home
311,230,"502
Warrior Nagar",Gaya,Bihar,427031,India,Office
312,231,"H.No. 735, Muni Marg",Serampore,Manipur,512046,India,Home
313,231,"72/34, Arora Marg",Kulti,Madhya Pradesh,303718,India,Home
314,231,"64, Dutt Path",Jamalpur,Mizoram,474350,India,Home
315,232,"H.No. 365, Ganesh Nagar",Bhimavaram,Bihar,300979,India,Other
316,233,"H.No. 13, Tata Street",Tadipatri,Karnataka,052812,India,Home
317,234,"585
Hans Chowk",Burhanpur,Kerala,407784,India,Home
318,235,"928
Naik Path",Panipat,West Bengal,182744,India,Home
319,236,"08
Goyal Marg",Udupi,West Bengal,935186,India,Office
320,236,"78/29, Naidu Road",Pondicherry,Bihar,810220,India,Home
321,237,"H.No. 731, Rama Nagar",Hajipur,Punjab,053910,India,Other
322,238,"71/705, Sagar Circle",Howrah,Uttarakhand,801413,India,Home
323,238,"H.No. 386, Hans Ganj",Jehanabad,Rajasthan,886195,India,Home
324,239,"61/228
Thaman Marg",Sangli-Miraj & Kupwad,Nagaland,558556,India,Home
325,240,"59/398
Prashad Ganj",Karimnagar,Manipur,600490,India,Office
326,241,"H.No. 04, Kala Ganj",Lucknow,Tripura,888992,India,Home
327,241,"H.No. 752, Lanka Street",Ballia,Haryana,441969,India,Other
328,242,"15/727, Chandran",Agra,Telangana,105566,India,Office
329,243,"906, Mody Nagar",Imphal,Nagaland,583206,India,Home
330,243,"98/13
Mann Marg",Siliguri,Chhattisgarh,179086,India,Home
331,244,"H.No. 686
Deshmukh Street",Karaikudi,Gujarat,693898,India,Home
332,244,"146, Chakraborty Path",Haridwar,Maharashtra,535590,India,Office
333,244,"597
Dhingra",Varanasi,Uttarakhand,352110,India,Home
334,245,"24/05, Mody Zila",Chittoor,Andhra Pradesh,383388,India,Home
335,246,"79/20
Vyas Marg",Rohtak,Goa,439407,India,Home
336,246,"H.No. 645, Bahl Zila",Kharagpur,Haryana,815798,India,Office
337,247,"387, Bains Circle",Shahjahanpur,Mizoram,576205,India,Home
338,247,"H.No. 43
Majumdar Circle",Bardhaman,Madhya Pradesh,843256,India,Office
339,248,"H.No. 689, Sahni Ganj",Chapra,Chhattisgarh,495782,India,Home
340,249,"29/832, Viswanathan Road",Chinsurah,Tripura,925188,India,Home
341,250,"520, Sachdev Path",Avadi,Manipur,231220,India,Office
342,251,"99/39
Kashyap Ganj",Secunderabad,Assam,289752,India,Home
343,252,"72
Hans Street",Patna,Maharashtra,463331,India,Home
344,252,"97, Shankar Path",Purnia,Madhya Pradesh,965699,India,Office
345,253,"17/70, Venkataraman Ganj",Thane,Nagaland,803476,India,Home
346,253,"H.No. 72
Menon Marg",Hazaribagh,Chhattisgarh,718129,India,Home
347,254,"65, Bakshi Chowk",Malda,Odisha,714521,India,Home
348,254,"H.No. 751, Rajagopalan Circle",Burhanpur,Nagaland,025922,India,Home
349,255,"064, Sehgal Road",Bokaro,Bihar,309407,India,Office
350,256,"80
Tak",Bellary,Odisha,767199,India,Home
351,257,"849, Johal Circle",Udaipur,Chhattisgarh,502099,India,Office
352,258,"H.No. 10
Saha Zila",Nanded,Sikkim,999827,India,Home
353,259,"H.No. 145
Raghavan Path",Purnia,Uttarakhand,472145,India,Home
354,260,"33/90
Wadhwa Zila",Karawal Nagar,Telangana,695489,India,Home
355,261,"997
Tank Circle",Bokaro,Punjab,430107,India,Home
356,262,"39/660, Palla Path",Hyderabad,Rajasthan,441448,India,Home
357,262,"H.No. 155
Balakrishnan Marg",Jammu,Karnataka,770272,India,Home
358,263,"57/60
Mistry Circle",Miryalaguda,Nagaland,395512,India,Home
359,264,"H.No. 568
Ramachandran Street",Hindupur,Bihar,504617,India,Home
360,265,"H.No. 74, Vohra Ganj",Akola,Bihar,031780,India,Home
361,266,"23/57
Mukherjee Circle",Asansol,Tripura,823076,India,Home
362,266,"H.No. 409, Nath Zila",Ranchi,Bihar,094353,India,Home
363,267,"H.No. 48, Sastry Path",Darbhanga,Chhattisgarh,410988,India,Home
364,268,"858, Madan Path",Anantapuram,Odisha,214958,India,Home
365,268,"H.No. 207
Cherian Nagar",Meerut,Assam,629979,India,Home
366,268,"H.No. 53
Brar Circle",Tezpur,Chhattisgarh,717477,India,Home
367,269,"294, Ramanathan Path",Bathinda,Uttar Pradesh,770171,India,Home
368,270,"72
Pall Road",Danapur,Bihar,158148,India,Home
